sent,tags,parse
But this necessitates arranging the sofa and chairs at right angles to the line of sight .,But/CC this/DT necessitates/VBZ arranging/VBG the/DT sofa/NN and/CC chairs/NNS at/IN right/JJ angles/NNS to/TO the/DT line/NN of/IN sight/NN ./.," cc(necessitates-3, But-1) nsubj(necessitates-3, this-2) root(ROOT-0, necessitates-3) xcomp(necessitates-3, arranging-4) det(sofa-6, the-5) dobj(arranging-4, sofa-6) cc(sofa-6, and-7) dobj(arranging-4, chairs-8) conj:and(sofa-6, chairs-8) case(angles-11, at-9) amod(angles-11, right-10) nmod:at(arranging-4, angles-11) case(line-14, to-12) det(line-14, the-13) nmod:to(arranging-4, line-14) case(sight-16, of-15) nmod:of(line-14, sight-16)  "
"The activities described encourage counting , sorting , measuring and arranging rods by colour and size to accomplish all kinds of designs .","The/DT activities/NNS described/VBD encourage/VB counting/VBG ,/, sorting/VBG ,/, measuring/VBG and/CC arranging/VBG rods/NNS by/IN colour/NN and/CC size/NN to/TO accomplish/VB all/DT kinds/NNS of/IN designs/NNS ./."," det(activities-2, The-1) nsubj(described-3, activities-2) root(ROOT-0, described-3) ccomp(described-3, encourage-4) dobj(encourage-4, counting-5) xcomp(described-3, sorting-7) xcomp(described-3, measuring-9) conj:and(sorting-7, measuring-9) cc(sorting-7, and-10) xcomp(described-3, arranging-11) conj:and(sorting-7, arranging-11) dobj(sorting-7, rods-12) nsubj(accomplish-18, rods-12) case(colour-14, by-13) nmod:by(rods-12, colour-14) cc(colour-14, and-15) nmod:by(rods-12, size-16) conj:and(colour-14, size-16) mark(accomplish-18, to-17) xcomp(sorting-7, accomplish-18) det(kinds-20, all-19) dobj(accomplish-18, kinds-20) case(designs-22, of-21) nmod:of(kinds-20, designs-22)  "
"Several different schemes for arranging notes on the top of the pan were developed but not standardized , although Mannette 's was widely copied .","Several/JJ different/JJ schemes/NNS for/IN arranging/VBG notes/NNS on/IN the/DT top/NN of/IN the/DT pan/NN were/VBD developed/JJ but/CC not/RB standardized/JJ ,/, although/IN Mannette/NNP 's/POS was/VBD widely/RB copied/VBN ./."," amod(schemes-3, Several-1) amod(schemes-3, different-2) nsubj(standardized-17, schemes-3) mark(arranging-5, for-4) acl(schemes-3, arranging-5) dobj(arranging-5, notes-6) case(top-9, on-7) det(top-9, the-8) nmod:on(arranging-5, top-9) case(pan-12, of-10) det(pan-12, the-11) nmod:of(top-9, pan-12) cop(standardized-17, were-13) dep(standardized-17, developed-14) cc(standardized-17, but-15) conj:but(standardized-17, not-16) root(ROOT-0, standardized-17) mark(copied-24, although-19) nsubjpass(copied-24, Mannette-20) case(Mannette-20, 's-21) auxpass(copied-24, was-22) advmod(copied-24, widely-23) advcl(standardized-17, copied-24)  "
"All exhibits on the history of life that I have ever seen in any museum anywhere in the world organize the space provided in one of two ways -- and both , however unconsciously and often without explicit signage , embody the bias of progress as a central principle for arranging organisms .","All/DT exhibits/VBZ on/IN the/DT history/NN of/IN life/NN that/IN I/PRP have/VBP ever/RB seen/VBN in/IN any/DT museum/NN anywhere/RB in/IN the/DT world/NN organize/VB the/DT space/NN provided/VBN in/IN one/CD of/IN two/CD ways/NNS --/: and/CC both/DT ,/, however/RB unconsciously/JJ and/CC often/RB without/IN explicit/JJ signage/NN ,/, embody/VBP the/DT bias/NN of/IN progress/NN as/IN a/DT central/JJ principle/NN for/IN arranging/VBG organisms/NNS ./."," nsubj(exhibits-2, All-1) root(ROOT-0, exhibits-2) case(history-5, on-3) det(history-5, the-4) nmod:on(exhibits-2, history-5) case(life-7, of-6) nmod:of(history-5, life-7) mark(seen-12, that-8) nsubj(seen-12, I-9) aux(seen-12, have-10) advmod(seen-12, ever-11) ccomp(exhibits-2, seen-12) case(museum-15, in-13) det(museum-15, any-14) nmod:in(seen-12, museum-15) advmod(organize-20, anywhere-16) case(world-19, in-17) det(world-19, the-18) nmod:in(anywhere-16, world-19) ccomp(seen-12, organize-20) det(space-22, the-21) dobj(organize-20, space-22) case(one-25, provided-23) case(one-25, in-24) nmod:in(space-22, one-25) case(ways-28, of-26) nummod(ways-28, two-27) nmod:of(one-25, ways-28) cc(exhibits-2, and-30) nsubj(embody-41, both-31) advmod(unconsciously-34, however-33) dep(embody-41, unconsciously-34) cc(unconsciously-34, and-35) advmod(unconsciously-34, often-36) case(signage-39, without-37) amod(signage-39, explicit-38) conj:and(unconsciously-34, signage-39) dep(embody-41, signage-39) conj:and(exhibits-2, embody-41) det(bias-43, the-42) dobj(embody-41, bias-43) case(progress-45, of-44) nmod:of(bias-43, progress-45) case(principle-49, as-46) det(principle-49, a-47) amod(principle-49, central-48) nmod:as(embody-41, principle-49) mark(arranging-51, for-50) acl(principle-49, arranging-51) dobj(arranging-51, organisms-52)  "
"In fact , a recent Wall Street Journal article argues that , "" Like the coming of the railroad a century ago and the arrival of the interstate highway system in the 1950s , telecommunications is dramatically rearranging rural life ....","In/IN fact/NN ,/, a/DT recent/JJ Wall/NNP Street/NNP Journal/NNP article/NN argues/VBZ that/IN ,/, ''/'' Like/IN the/DT coming/JJ of/IN the/DT railroad/NN a/DT century/NN ago/RB and/CC the/DT arrival/NN of/IN the/DT interstate/JJ highway/NN system/NN in/IN the/DT 1950s/NNS ,/, telecommunications/NNS is/VBZ dramatically/RB rearranging/VBG rural/JJ life/NN .../:"," case(fact-2, In-1) nmod:in(argues-10, fact-2) det(article-9, a-4) amod(article-9, recent-5) compound(article-9, Wall-6) compound(article-9, Street-7) compound(article-9, Journal-8) nsubj(argues-10, article-9) root(ROOT-0, argues-10) mark(rearranging-38, that-11) case(coming-16, Like-14) det(coming-16, the-15) dep(rearranging-38, coming-16) case(railroad-19, of-17) det(railroad-19, the-18) nmod:of(coming-16, railroad-19) det(century-21, a-20) nmod:npmod(ago-22, century-21) advmod(railroad-19, ago-22) cc(coming-16, and-23) det(arrival-25, the-24) conj:and(coming-16, arrival-25) dep(rearranging-38, arrival-25) case(system-30, of-26) det(system-30, the-27) amod(system-30, interstate-28) compound(system-30, highway-29) nmod:of(arrival-25, system-30) case(1950s-33, in-31) det(1950s-33, the-32) nmod:in(system-30, 1950s-33) nsubj(rearranging-38, telecommunications-35) aux(rearranging-38, is-36) advmod(rearranging-38, dramatically-37) ccomp(argues-10, rearranging-38) amod(life-40, rural-39) dobj(rearranging-38, life-40)  "
"Families will have more flexibility in arranging family gatherings , whether Monday night dinner or a midweek birthday party .","Families/NNS will/MD have/VB more/JJR flexibility/NN in/IN arranging/VBG family/NN gatherings/NNS ,/, whether/IN Monday/NNP night/VBZ dinner/NN or/CC a/DT midweek/JJ birthday/NN party/NN ./."," nsubj(have-3, Families-1) aux(have-3, will-2) root(ROOT-0, have-3) amod(flexibility-5, more-4) dobj(have-3, flexibility-5) mark(arranging-7, in-6) advcl(have-3, arranging-7) compound(gatherings-9, family-8) dobj(arranging-7, gatherings-9) mark(night-13, whether-11) nsubj(night-13, Monday-12) ccomp(have-3, night-13) dobj(night-13, dinner-14) cc(dinner-14, or-15) det(party-19, a-16) amod(party-19, midweek-17) compound(party-19, birthday-18) dobj(night-13, party-19) conj:or(dinner-14, party-19)  "
"Then she was the first to get hired for a new job , which left Bob to assume "" the wife 's role "" of selling the house and arranging the move .","Then/RB she/PRP was/VBD the/DT first/JJ to/TO get/VB hired/VBN for/IN a/DT new/JJ job/NN ,/, which/WDT left/VBD Bob/NNP to/TO assume/VB ''/'' the/DT wife/NN 's/POS role/NN ''/'' of/IN selling/VBG the/DT house/NN and/CC arranging/VBG the/DT move/NN ./."," advmod(first-5, Then-1) nsubj(first-5, she-2) cop(first-5, was-3) det(first-5, the-4) root(ROOT-0, first-5) mark(hired-8, to-6) auxpass(hired-8, get-7) dep(first-5, hired-8) case(job-12, for-9) det(job-12, a-10) amod(job-12, new-11) nmod:for(hired-8, job-12) nsubj(left-15, job-12) ref(job-12, which-14) acl:relcl(job-12, left-15) dobj(left-15, Bob-16) nsubj(assume-18, Bob-16) mark(assume-18, to-17) xcomp(left-15, assume-18) det(wife-21, the-20) nmod:poss(role-23, wife-21) case(wife-21, 's-22) dobj(assume-18, role-23) mark(selling-26, of-25) acl(role-23, selling-26) det(house-28, the-27) dobj(selling-26, house-28) cc(selling-26, and-29) acl(role-23, arranging-30) conj:and(selling-26, arranging-30) det(move-32, the-31) dobj(arranging-30, move-32)  "
"<p> Furthermore , Hale 's credibility is enhanced by Smith 's plea , giving greater weight to Hale 's charge that Clinton personally took a hand in arranging illegal loans to bail out Madison Guaranty .","<p>/VB Furthermore/RB ,/, Hale/NNP 's/POS credibility/NN is/VBZ enhanced/VBN by/IN Smith/NNP 's/POS plea/NN ,/, giving/VBG greater/JJR weight/NN to/TO Hale/NNP 's/POS charge/NN that/IN Clinton/NNP personally/RB took/VBD a/DT hand/NN in/IN arranging/VBG illegal/JJ loans/NNS to/TO bail/VB out/RP Madison/NNP Guaranty/NNP ./."," ccomp(enhanced-8, <p>-1) advmod(<p>-1, Furthermore-2) nmod:poss(credibility-6, Hale-4) case(Hale-4, 's-5) nsubjpass(enhanced-8, credibility-6) auxpass(enhanced-8, is-7) root(ROOT-0, enhanced-8) case(plea-12, by-9) nmod:poss(plea-12, Smith-10) case(Smith-10, 's-11) nmod:by(enhanced-8, plea-12) xcomp(enhanced-8, giving-14) amod(weight-16, greater-15) dobj(giving-14, weight-16) case(charge-20, to-17) nmod:poss(charge-20, Hale-18) case(Hale-18, 's-19) nmod:to(giving-14, charge-20) mark(took-24, that-21) nsubj(took-24, Clinton-22) advmod(took-24, personally-23) ccomp(giving-14, took-24) det(hand-26, a-25) dobj(took-24, hand-26) mark(arranging-28, in-27) advcl(took-24, arranging-28) amod(loans-30, illegal-29) dobj(arranging-28, loans-30) mark(bail-32, to-31) advcl(arranging-28, bail-32) compound:prt(bail-32, out-33) compound(Guaranty-35, Madison-34) dobj(bail-32, Guaranty-35)  "
"While Farley 's call for theologia invites an expanded vision of education beyond a new rearranging of "" ordered "" learning , his constructive suggestions , at least thus far , are limited to revisions of cognitive learning .","While/IN Farley/NNP 's/POS call/NN for/IN theologia/NN invites/VBZ an/DT expanded/VBN vision/NN of/IN education/NN beyond/IN a/DT new/JJ rearranging/NN of/IN ''/'' ordered/VBN ''/'' learning/VBG ,/, his/PRP$ constructive/JJ suggestions/NNS ,/, at/IN least/JJS thus/RB far/RB ,/, are/VBP limited/VBN to/TO revisions/NNS of/IN cognitive/JJ learning/NN ./."," mark(invites-7, While-1) nmod:poss(call-4, Farley-2) case(Farley-2, 's-3) nsubj(invites-7, call-4) case(theologia-6, for-5) nmod:for(call-4, theologia-6) advcl(limited-33, invites-7) det(vision-10, an-8) amod(vision-10, expanded-9) dobj(invites-7, vision-10) case(education-12, of-11) nmod:of(vision-10, education-12) case(rearranging-16, beyond-13) det(rearranging-16, a-14) amod(rearranging-16, new-15) nmod:beyond(invites-7, rearranging-16) acl(rearranging-16, of-17) acl(rearranging-16, ordered-19) xcomp(ordered-19, learning-21) nmod:poss(suggestions-25, his-23) amod(suggestions-25, constructive-24) nsubjpass(limited-33, suggestions-25) case(least-28, at-27) dep(suggestions-25, least-28) advmod(far-30, thus-29) dep(least-28, far-30) auxpass(limited-33, are-32) root(ROOT-0, limited-33) case(revisions-35, to-34) nmod:to(limited-33, revisions-35) case(learning-38, of-36) amod(learning-38, cognitive-37) nmod:of(revisions-35, learning-38)  "
"In Venice , settling into their hotel room , she looked out at the red-tiled roofs -- the buildings rising , astonishingly out of water -- then back to the drawer where she was arranging her things .","In/IN Venice/NNP ,/, settling/VBG into/IN their/PRP$ hotel/NN room/NN ,/, she/PRP looked/VBD out/RP at/IN the/DT red-tiled/JJ roofs/NNS --/: the/DT buildings/NNS rising/VBG ,/, astonishingly/RB out/RB of/IN water/NN --/: then/RB back/RB to/TO the/DT drawer/NN where/WRB she/PRP was/VBD arranging/VBG her/PRP$ things/NNS ./."," case(Venice-2, In-1) nmod:in(looked-11, Venice-2) acl(Venice-2, settling-4) case(room-8, into-5) nmod:poss(room-8, their-6) compound(room-8, hotel-7) nmod:into(settling-4, room-8) nsubj(looked-11, she-10) root(ROOT-0, looked-11) compound:prt(looked-11, out-12) case(roofs-16, at-13) det(roofs-16, the-14) amod(roofs-16, red-tiled-15) nmod:at(looked-11, roofs-16) det(buildings-19, the-18) nsubj(rising-20, buildings-19) parataxis(looked-11, rising-20) advmod(rising-20, astonishingly-22) case(water-25, out-23) mwe(out-23, of-24) nmod:out_of(rising-20, water-25) dep(looked-11, then-27) dep(then-27, back-28) case(drawer-31, to-29) det(drawer-31, the-30) nmod:to(back-28, drawer-31) advmod(arranging-35, where-32) nsubj(arranging-35, she-33) aux(arranging-35, was-34) acl:relcl(drawer-31, arranging-35) nmod:poss(things-37, her-36) dobj(arranging-35, things-37)  "
Congress needs to avoid merely rearranging the deck chairs on the Bottom-Up Review .,Congress/NNP needs/VBZ to/TO avoid/VB merely/RB rearranging/VBG the/DT deck/NN chairs/NNS on/IN the/DT Bottom-Up/NNP Review/NNP ./.," nsubj(needs-2, Congress-1) nsubj(avoid-4, Congress-1) root(ROOT-0, needs-2) mark(avoid-4, to-3) xcomp(needs-2, avoid-4) advmod(avoid-4, merely-5) xcomp(avoid-4, rearranging-6) det(chairs-9, the-7) compound(chairs-9, deck-8) dobj(rearranging-6, chairs-9) case(Review-13, on-10) det(Review-13, the-11) compound(Review-13, Bottom-Up-12) nmod:on(rearranging-6, Review-13)  "
"Lobo , who is in charge of rearranging all the categories of Web pages , does n't respond .","Lobo/NNP ,/, who/WP is/VBZ in/IN charge/NN of/IN rearranging/VBG all/PDT the/DT categories/NNS of/IN Web/NNP pages/NNS ,/, does/VBZ n't/RB respond/VB ./."," nsubj(charge-6, Lobo-1) nsubj(respond-18, Lobo-1) ref(Lobo-1, who-3) cop(charge-6, is-4) case(charge-6, in-5) acl:relcl(Lobo-1, charge-6) mark(rearranging-8, of-7) acl(charge-6, rearranging-8) det:predet(categories-11, all-9) det(categories-11, the-10) dobj(rearranging-8, categories-11) case(pages-14, of-12) compound(pages-14, Web-13) nmod:of(categories-11, pages-14) aux(respond-18, does-16) neg(respond-18, n't-17) root(ROOT-0, respond-18)  "
"<p> Kravitz steps into his house , where all the lodgers are busy arranging all the trinkets he bought at the Hall-Barnett Gallery . ""","<p>/NNP Kravitz/NNP steps/VBZ into/IN his/PRP$ house/NN ,/, where/WRB all/PDT the/DT lodgers/NNS are/VBP busy/JJ arranging/VBG all/PDT the/DT trinkets/NNS he/PRP bought/VBD at/IN the/DT Hall-Barnett/JJ Gallery/NN ./. ''/''"," compound(Kravitz-2, <p>-1) nsubj(steps-3, Kravitz-2) root(ROOT-0, steps-3) case(house-6, into-4) nmod:poss(house-6, his-5) nmod:into(steps-3, house-6) advmod(busy-13, where-8) det:predet(lodgers-11, all-9) det(lodgers-11, the-10) nsubj(busy-13, lodgers-11) cop(busy-13, are-12) acl:relcl(house-6, busy-13) dep(busy-13, arranging-14) det:predet(trinkets-17, all-15) det(trinkets-17, the-16) dobj(arranging-14, trinkets-17) nsubj(bought-19, he-18) acl:relcl(trinkets-17, bought-19) case(Gallery-23, at-20) det(Gallery-23, the-21) amod(Gallery-23, Hall-Barnett-22) nmod:at(bought-19, Gallery-23)  "
"She took up a collection of all our small change and herself tossed it overside , singly and in handfuls , arranging the terms of the contests , chiding a miss , giving extra rewards to clever wins ; in short , managing the whole exhibition .","She/PRP took/VBD up/RP a/DT collection/NN of/IN all/PDT our/PRP$ small/JJ change/NN and/CC herself/PRP tossed/VBD it/PRP overside/VBP ,/, singly/RB and/CC in/IN handfuls/NNS ,/, arranging/VBG the/DT terms/NNS of/IN the/DT contests/NNS ,/, chiding/VBG a/DT miss/NN ,/, giving/VBG extra/JJ rewards/NNS to/TO clever/JJ wins/NNS ;/: in/IN short/JJ ,/, managing/VBG the/DT whole/JJ exhibition/NN ./."," nsubj(took-2, She-1) root(ROOT-0, took-2) compound:prt(took-2, up-3) det(collection-5, a-4) dobj(took-2, collection-5) case(change-10, of-6) det:predet(change-10, all-7) nmod:poss(change-10, our-8) amod(change-10, small-9) nmod:of(collection-5, change-10) cc(took-2, and-11) nsubj(tossed-13, herself-12) conj:and(took-2, tossed-13) nsubj(overside-15, it-14) ccomp(tossed-13, overside-15) advmod(and-18, singly-17) advmod(overside-15, and-18) case(handfuls-20, in-19) conj(and-18, handfuls-20) ccomp(overside-15, arranging-22) det(terms-24, the-23) dobj(arranging-22, terms-24) case(contests-27, of-25) det(contests-27, the-26) nmod:of(terms-24, contests-27) dep(arranging-22, chiding-29) det(miss-31, a-30) dobj(chiding-29, miss-31) dep(arranging-22, giving-33) amod(rewards-35, extra-34) dobj(giving-33, rewards-35) case(wins-38, to-36) amod(wins-38, clever-37) nmod:to(giving-33, wins-38) case(short-41, in-40) advcl:in(giving-33, short-41) dep(arranging-22, managing-43) det(exhibition-46, the-44) amod(exhibition-46, whole-45) dobj(arranging-22, exhibition-46)  "
"Top equally with warm chicken and noodles , arranging separately .","Top/NNP equally/NNP with/IN warm/JJ chicken/NN and/CC noodles/NNS ,/, arranging/VBG separately/RB ./."," amod(equally-2, Top-1) root(ROOT-0, equally-2) case(chicken-5, with-3) amod(chicken-5, warm-4) nmod:with(equally-2, chicken-5) cc(chicken-5, and-6) nmod:with(equally-2, noodles-7) conj:and(chicken-5, noodles-7) dep(equally-2, arranging-9) advmod(arranging-9, separately-10)  "
"By the ninth grade , Lance was arranging it all .","By/IN the/DT ninth/JJ grade/NN ,/, Lance/NNP was/VBD arranging/VBG it/PRP all/DT ./."," case(grade-4, By-1) det(grade-4, the-2) amod(grade-4, ninth-3) nmod:by(arranging-8, grade-4) nsubj(arranging-8, Lance-6) aux(arranging-8, was-7) root(ROOT-0, arranging-8) nsubj(all-10, it-9) xcomp(arranging-8, all-10)  "
"Sometimes she climbs right in with eight - month - old Lily , but she says that you have to plan for the getting - out part before you get in , by arranging a soft towel on the floor to put baby on before you clamber out . ""","Sometimes/RB she/PRP climbs/VBZ right/NN in/IN with/IN eight/CD -/: month/NN -/: old/JJ Lily/NNS ,/, but/CC she/PRP says/VBZ that/IN you/PRP have/VBP to/TO plan/VB for/IN the/DT getting/VBG -/: out/IN part/NN before/IN you/PRP get/VBP in/IN ,/, by/IN arranging/VBG a/DT soft/JJ towel/NN on/IN the/DT floor/NN to/TO put/VB baby/NN on/IN before/IN you/PRP clamber/VBP out/RP ./. ''/''"," advmod(climbs-3, Sometimes-1) nsubj(climbs-3, she-2) root(ROOT-0, climbs-3) dobj(climbs-3, right-4) case(Lily-12, in-5) case(eight-7, with-6) nmod:with(Lily-12, eight-7) dep(eight-7, month-9) amod(Lily-12, old-11) nmod:in(right-4, Lily-12) cc(climbs-3, but-14) nsubj(says-16, she-15) conj:but(climbs-3, says-16) mark(have-19, that-17) nsubj(have-19, you-18) nsubj(plan-21, you-18) ccomp(says-16, have-19) mark(plan-21, to-20) xcomp(have-19, plan-21) mark(getting-24, for-22) nsubj(getting-24, the-23) advcl(plan-21, getting-24) case(part-27, out-26) nmod:out(getting-24, part-27) mark(get-30, before-28) nsubj(get-30, you-29) nsubj(put-42, you-29) acl(part-27, get-30) nmod(get-30, in-31) mark(arranging-34, by-33) advcl(get-30, arranging-34) det(towel-37, a-35) amod(towel-37, soft-36) dobj(arranging-34, towel-37) case(floor-40, on-38) det(floor-40, the-39) nmod:on(arranging-34, floor-40) mark(put-42, to-41) xcomp(get-30, put-42) dobj(put-42, baby-43) mark(clamber-47, on-44) mark(clamber-47, before-45) nsubj(clamber-47, you-46) advcl(put-42, clamber-47) compound:prt(clamber-47, out-48)  "
