sent,tags,parse
"In this familiar evolutionary process , cells create an enormous variety of DNA and protein molecules by arranging common building blocks in a different order .","In/IN this/DT familiar/JJ evolutionary/JJ process/NN ,/, cells/NNS create/VBP an/DT enormous/JJ variety/NN of/IN DNA/NN and/CC protein/NN molecules/NNS by/IN arranging/VBG common/JJ building/NN blocks/NNS in/IN a/DT different/JJ order/NN ./."," case(process-5, In-1) det(process-5, this-2) amod(process-5, familiar-3) amod(process-5, evolutionary-4) nmod:in(create-8, process-5) nsubj(create-8, cells-7) root(ROOT-0, create-8) det(variety-11, an-9) amod(variety-11, enormous-10) dobj(create-8, variety-11) case(molecules-16, of-12) compound(molecules-16, DNA-13) cc(DNA-13, and-14) conj:and(DNA-13, protein-15) compound(molecules-16, protein-15) nmod:of(variety-11, molecules-16) mark(arranging-18, by-17) advcl(create-8, arranging-18) amod(blocks-21, common-19) compound(blocks-21, building-20) dobj(arranging-18, blocks-21) case(order-25, in-22) det(order-25, a-23) amod(order-25, different-24) nmod:in(arranging-18, order-25)  "
"Until she left that job in December 1996 to head the Voice of America , her White House duties could include anything from arranging furniture to making sure aides had the President 's briefing papers ready .","Until/IN she/PRP left/VBD that/DT job/NN in/IN December/NNP 1996/CD to/TO head/VB the/DT Voice/NNP of/IN America/NNP ,/, her/PRP$ White/NNP House/NNP duties/NNS could/MD include/VB anything/NN from/IN arranging/VBG furniture/NN to/TO making/VBG sure/JJ aides/NNS had/VBD the/DT President/NNP 's/POS briefing/NN papers/NNS ready/JJ ./."," mark(left-3, Until-1) nsubj(left-3, she-2) advcl(include-21, left-3) det(job-5, that-4) dobj(left-3, job-5) case(December-7, in-6) nmod:in(left-3, December-7) nummod(December-7, 1996-8) mark(head-10, to-9) advcl(left-3, head-10) det(Voice-12, the-11) dobj(head-10, Voice-12) case(America-14, of-13) nmod:of(Voice-12, America-14) nmod:poss(duties-19, her-16) compound(duties-19, White-17) compound(duties-19, House-18) nsubj(include-21, duties-19) aux(include-21, could-20) root(ROOT-0, include-21) dobj(include-21, anything-22) mark(arranging-24, from-23) advcl(include-21, arranging-24) dobj(arranging-24, furniture-25) mark(making-27, to-26) advcl(arranging-24, making-27) amod(aides-29, sure-28) nsubj(had-30, aides-29) ccomp(making-27, had-30) det(President-32, the-31) nmod:poss(papers-35, President-32) case(President-32, 's-33) compound(papers-35, briefing-34) nsubj(ready-36, papers-35) xcomp(had-30, ready-36)  "
"The Roman biographer Suetonius had this to say about the Emperor Augustus : "" His friends used to behave like Toranius , the slave dealer , in arranging his pleasures for him --they would strip grown girls of their clothes and inspect them as though they were for sale . ""","The/DT Roman/NNP biographer/NNP Suetonius/NNP had/VBD this/DT to/TO say/VB about/IN the/DT Emperor/NNP Augustus/NNPS :/: ''/'' His/PRP$ friends/NNS used/VBD to/TO behave/VB like/IN Toranius/NNP ,/, the/DT slave/NN dealer/NN ,/, in/IN arranging/VBG his/PRP$ pleasures/NNS for/IN him/PRP --/: they/PRP would/MD strip/VB grown/JJ girls/NNS of/IN their/PRP$ clothes/NNS and/CC inspect/VB them/PRP as/RB though/IN they/PRP were/VBD for/IN sale/NN ./. ''/''"," det(Suetonius-4, The-1) compound(Suetonius-4, Roman-2) compound(Suetonius-4, biographer-3) nsubj(had-5, Suetonius-4) root(ROOT-0, had-5) dobj(had-5, this-6) mark(say-8, to-7) ccomp(had-5, say-8) case(Augustus-12, about-9) det(Augustus-12, the-10) compound(Augustus-12, Emperor-11) nmod:about(say-8, Augustus-12) nmod:poss(friends-16, His-15) nsubj(used-17, friends-16) nsubj(behave-19, friends-16) parataxis(had-5, used-17) mark(behave-19, to-18) xcomp(used-17, behave-19) case(Toranius-21, like-20) nmod:like(behave-19, Toranius-21) det(dealer-25, the-23) compound(dealer-25, slave-24) appos(Toranius-21, dealer-25) mark(arranging-28, in-27) advcl(behave-19, arranging-28) nmod:poss(pleasures-30, his-29) dobj(arranging-28, pleasures-30) case(him-32, for-31) nmod:for(arranging-28, him-32) nsubj(strip-36, they-34) nsubj(inspect-43, they-34) aux(strip-36, would-35) parataxis(used-17, strip-36) amod(girls-38, grown-37) dobj(strip-36, girls-38) case(clothes-41, of-39) nmod:poss(clothes-41, their-40) nmod:of(girls-38, clothes-41) cc(strip-36, and-42) parataxis(used-17, inspect-43) conj:and(strip-36, inspect-43) dobj(inspect-43, them-44) advmod(sale-50, as-45) mark(sale-50, though-46) nsubj(sale-50, they-47) cop(sale-50, were-48) case(sale-50, for-49) advcl:for(inspect-43, sale-50)  "
"On the phone he seems to smooth things out with the woman , arranging a rendezvous . ""","On/IN the/DT phone/NN he/PRP seems/VBZ to/TO smooth/VB things/NNS out/RP with/IN the/DT woman/NN ,/, arranging/VBG a/DT rendezvous/NN ./. ''/''"," case(phone-3, On-1) det(phone-3, the-2) nmod:on(seems-5, phone-3) nsubj(seems-5, he-4) nsubj(smooth-7, he-4) root(ROOT-0, seems-5) mark(smooth-7, to-6) xcomp(seems-5, smooth-7) dobj(smooth-7, things-8) compound:prt(smooth-7, out-9) case(woman-12, with-10) det(woman-12, the-11) nmod:with(smooth-7, woman-12) advcl(smooth-7, arranging-14) det(rendezvous-16, a-15) dobj(arranging-14, rendezvous-16)  "
She was arranging a cemetery plot .,She/PRP was/VBD arranging/VBG a/DT cemetery/NN plot/NN ./.," nsubj(arranging-3, She-1) aux(arranging-3, was-2) root(ROOT-0, arranging-3) det(plot-6, a-4) compound(plot-6, cemetery-5) dobj(arranging-3, plot-6)  "
Financing the construction of a new home is more complicated and expensive than arranging a conventional mortgage for a preexisting home .,Financing/RB the/DT construction/NN of/IN a/DT new/JJ home/NN is/VBZ more/RBR complicated/VBN and/CC expensive/JJ than/IN arranging/VBG a/DT conventional/JJ mortgage/NN for/IN a/DT preexisting/VBG home/NN ./.," advmod(complicated-10, Financing-1) det(construction-3, the-2) nsubj(complicated-10, construction-3) nsubj(expensive-12, construction-3) case(home-7, of-4) det(home-7, a-5) amod(home-7, new-6) nmod:of(construction-3, home-7) cop(complicated-10, is-8) advmod(complicated-10, more-9) root(ROOT-0, complicated-10) cc(complicated-10, and-11) conj:and(complicated-10, expensive-12) mark(arranging-14, than-13) advcl(complicated-10, arranging-14) det(mortgage-17, a-15) amod(mortgage-17, conventional-16) dobj(arranging-14, mortgage-17) case(home-21, for-18) det(home-21, a-19) amod(home-21, preexisting-20) nmod:for(mortgage-17, home-21)  "
He proposed rearranging the enormous evenly spaced columns ( see Fig.,He/PRP proposed/VBD rearranging/VBG the/DT enormous/JJ evenly/RB spaced/RB columns/VBG -LRB-/-LRB- see/VB Fig/VBN ./.," nsubj(proposed-2, He-1) root(ROOT-0, proposed-2) xcomp(proposed-2, rearranging-3) det(enormous-5, the-4) dobj(rearranging-3, enormous-5) advmod(columns-8, evenly-6) advmod(columns-8, spaced-7) acl(enormous-5, columns-8) dobj(columns-8, see-10) acl(see-10, Fig-11)  "
"// Loosely gathered , summer flowers seem to find their own place in a vase and require little arranging .","//NNP //NNP Loosely/NNP gathered/VBD ,/, summer/NN flowers/NNS seem/VBP to/TO find/VB their/PRP$ own/JJ place/NN in/IN a/DT vase/NN and/CC require/VB little/JJ arranging/NNS ./."," compound(Loosely-3, /-1) compound(Loosely-3, /-2) nsubj(gathered-4, Loosely-3) ccomp(seem-8, gathered-4) compound(flowers-7, summer-6) nsubj(seem-8, flowers-7) nsubj(find-10, flowers-7) nsubj(require-18, flowers-7) root(ROOT-0, seem-8) mark(find-10, to-9) xcomp(seem-8, find-10) nmod:poss(place-13, their-11) amod(place-13, own-12) dobj(find-10, place-13) case(vase-16, in-14) det(vase-16, a-15) nmod:in(find-10, vase-16) cc(find-10, and-17) xcomp(seem-8, require-18) conj:and(find-10, require-18) amod(arranging-20, little-19) dobj(require-18, arranging-20)  "
"CONDITIONING Before arranging , remove excess foliage .","CONDITIONING/NNP Before/IN arranging/VBG ,/, remove/VB excess/JJ foliage/NN ./."," dep(remove-5, CONDITIONING-1) mark(CONDITIONING-1, Before-2) dep(CONDITIONING-1, arranging-3) root(ROOT-0, remove-5) amod(foliage-7, excess-6) dobj(remove-5, foliage-7)  "
"Place freshly cut flowers in water , and place in a cool , dark spot for several hours before arranging .","Place/NNP freshly/NNP cut/VBD flowers/NNS in/IN water/NN ,/, and/CC place/NN in/IN a/DT cool/JJ ,/, dark/JJ spot/NN for/IN several/JJ hours/NNS before/IN arranging/VBG ./."," compound(freshly-2, Place-1) nsubj(cut-3, freshly-2) root(ROOT-0, cut-3) dobj(cut-3, flowers-4) case(water-6, in-5) nmod:in(flowers-4, water-6) cc(flowers-4, and-8) dobj(cut-3, place-9) conj:and(flowers-4, place-9) case(spot-15, in-10) det(spot-15, a-11) amod(spot-15, cool-12) amod(spot-15, dark-14) nmod:in(place-9, spot-15) case(hours-18, for-16) amod(hours-18, several-17) nmod:for(spot-15, hours-18) mark(arranging-20, before-19) advcl(cut-3, arranging-20)  "
He was arranging a window display of clothes that she admired .,He/PRP was/VBD arranging/VBG a/DT window/NN display/NN of/IN clothes/NNS that/IN she/PRP admired/VBD ./.," nsubj(arranging-3, He-1) aux(arranging-3, was-2) root(ROOT-0, arranging-3) det(display-6, a-4) compound(display-6, window-5) dobj(arranging-3, display-6) case(clothes-8, of-7) nmod:of(display-6, clothes-8) mark(admired-11, that-9) nsubj(admired-11, she-10) ccomp(arranging-3, admired-11)  "
People are constantly arranging to do things together .,People/NNS are/VBP constantly/RB arranging/VBG to/TO do/VB things/NNS together/RB ./.," nsubj(arranging-4, People-1) nsubj(do-6, People-1) aux(arranging-4, are-2) advmod(arranging-4, constantly-3) root(ROOT-0, arranging-4) mark(do-6, to-5) xcomp(arranging-4, do-6) dobj(do-6, things-7) advmod(do-6, together-8)  "
Their mothers put two and two together and started arranging playdates .,Their/PRP$ mothers/NNS put/VBD two/CD and/CC two/CD together/RB and/CC started/VBD arranging/VBG playdates/NNS ./.," nmod:poss(mothers-2, Their-1) nsubj(put-3, mothers-2) nsubj(started-9, mothers-2) root(ROOT-0, put-3) dobj(put-3, two-4) cc(two-4, and-5) dobj(put-3, two-6) conj:and(two-4, two-6) advmod(put-3, together-7) cc(put-3, and-8) conj:and(put-3, started-9) xcomp(started-9, arranging-10) dobj(arranging-10, playdates-11)  "
"I remember my own daughter at 5 , during the first house move that she was really conscious of , insisting that we pack up the sheets and blankets and stuffed animals on her bed exactly as they were , and transfer them without washing , smoothing , or rearranging .","I/PRP remember/VBP my/PRP$ own/JJ daughter/NN at/IN 5/CD ,/, during/IN the/DT first/JJ house/NN move/NN that/IN she/PRP was/VBD really/RB conscious/JJ of/IN ,/, insisting/VBG that/IN we/PRP pack/VB up/RP the/DT sheets/NNS and/CC blankets/NNS and/CC stuffed/VBD animals/NNS on/IN her/PRP$ bed/NN exactly/RB as/IN they/PRP were/VBD ,/, and/CC transfer/VB them/PRP without/IN washing/VBG ,/, smoothing/VBG ,/, or/CC rearranging/VBG ./."," nsubj(remember-2, I-1) nsubj(stuffed-31, I-1) root(ROOT-0, remember-2) nmod:poss(daughter-5, my-3) amod(daughter-5, own-4) dobj(remember-2, daughter-5) case(5-7, at-6) nmod:at(remember-2, 5-7) case(move-13, during-9) det(move-13, the-10) amod(move-13, first-11) compound(move-13, house-12) nmod:during(remember-2, move-13) mark(conscious-18, that-14) nsubj(conscious-18, she-15) cop(conscious-18, was-16) advmod(conscious-18, really-17) dep(move-13, conscious-18) nmod(conscious-18, of-19) xcomp(conscious-18, insisting-21) mark(pack-24, that-22) nsubj(pack-24, we-23) ccomp(insisting-21, pack-24) compound:prt(pack-24, up-25) det(sheets-27, the-26) dobj(pack-24, sheets-27) cc(sheets-27, and-28) dobj(pack-24, blankets-29) conj:and(sheets-27, blankets-29) cc(remember-2, and-30) conj:and(remember-2, stuffed-31) dobj(stuffed-31, animals-32) case(bed-35, on-33) nmod:poss(bed-35, her-34) nmod:on(stuffed-31, bed-35) advmod(were-39, exactly-36) mark(were-39, as-37) nsubj(were-39, they-38) nsubj(transfer-42, they-38) advcl(stuffed-31, were-39) cc(were-39, and-41) advcl(stuffed-31, transfer-42) conj:and(were-39, transfer-42) dobj(transfer-42, them-43) mark(washing-45, without-44) advcl(transfer-42, washing-45) advcl(transfer-42, smoothing-47) conj:or(washing-45, smoothing-47) cc(washing-45, or-49) advcl(transfer-42, rearranging-50) conj:or(washing-45, rearranging-50)  "
"Snowmelt and runoff up in the headwaters , in the Colorado and Wyoming Rockies , once sent scouring floods down the Platte 's channel every spring , ripping away cottonwoods and willows , rearranging the sandy channels almost from hour to hour and replenishing them with more sediment .","Snowmelt/NN and/CC runoff/NN up/RB in/IN the/DT headwaters/NNS ,/, in/IN the/DT Colorado/NNP and/CC Wyoming/NNP Rockies/NNPS ,/, once/RB sent/VBD scouring/VBG floods/NNS down/IN the/DT Platte/NNP 's/POS channel/NN every/DT spring/NN ,/, ripping/VBG away/RP cottonwoods/NNS and/CC willows/NNS ,/, rearranging/VBG the/DT sandy/JJ channels/NNS almost/RB from/IN hour/NN to/TO hour/NN and/CC replenishing/VBG them/PRP with/IN more/JJR sediment/NN ./."," nsubj(sent-17, Snowmelt-1) cc(Snowmelt-1, and-2) conj:and(Snowmelt-1, runoff-3) nsubj(sent-17, runoff-3) advmod(sent-17, up-4) case(headwaters-7, in-5) det(headwaters-7, the-6) nmod:in(up-4, headwaters-7) case(Rockies-14, in-9) det(Rockies-14, the-10) compound(Rockies-14, Colorado-11) cc(Colorado-11, and-12) conj:and(Colorado-11, Wyoming-13) compound(Rockies-14, Wyoming-13) nmod:in(headwaters-7, Rockies-14) advmod(headwaters-7, once-16) root(ROOT-0, sent-17) ccomp(sent-17, scouring-18) dobj(scouring-18, floods-19) case(channel-24, down-20) det(Platte-22, the-21) nmod:poss(channel-24, Platte-22) case(Platte-22, 's-23) nmod:down(scouring-18, channel-24) det(spring-26, every-25) nmod:tmod(scouring-18, spring-26) ccomp(sent-17, ripping-28) conj:and(scouring-18, ripping-28) compound:prt(ripping-28, away-29) dobj(ripping-28, cottonwoods-30) cc(cottonwoods-30, and-31) dobj(ripping-28, willows-32) conj:and(cottonwoods-30, willows-32) ccomp(sent-17, rearranging-34) conj:and(scouring-18, rearranging-34) det(channels-37, the-35) amod(channels-37, sandy-36) nmod:npmod(almost-38, channels-37) advmod(rearranging-34, almost-38) case(hour-42, from-39) dep(hour-42, hour-40) dep(hour-42, to-41) nmod:from(rearranging-34, hour-42) cc(scouring-18, and-43) ccomp(sent-17, replenishing-44) conj:and(scouring-18, replenishing-44) dobj(replenishing-44, them-45) case(sediment-48, with-46) amod(sediment-48, more-47) nmod:with(replenishing-44, sediment-48)  "
One could do it merely by placing and arranging the sections of the doily 's rim when it was cut .,One/PRP could/MD do/VB it/PRP merely/RB by/IN placing/VBG and/CC arranging/VBG the/DT sections/NNS of/IN the/DT doily/NN 's/POS rim/NN when/WRB it/PRP was/VBD cut/VBN ./.," nsubj(do-3, One-1) aux(do-3, could-2) root(ROOT-0, do-3) dobj(do-3, it-4) advmod(do-3, merely-5) mark(placing-7, by-6) advcl(do-3, placing-7) cc(placing-7, and-8) advcl(do-3, arranging-9) conj:and(placing-7, arranging-9) det(sections-11, the-10) dobj(placing-7, sections-11) case(rim-16, of-12) det(doily-14, the-13) nmod:poss(rim-16, doily-14) case(doily-14, 's-15) nmod:of(sections-11, rim-16) advmod(cut-20, when-17) nsubjpass(cut-20, it-18) auxpass(cut-20, was-19) advcl(placing-7, cut-20)  "
"In work begun in 1995 , Myers turned away from creating individual pieces and moved toward arranging installations of vertical mold-blown glass objects he called cylindrical forms orvessels ( he objects to their being called truncated bottles ) , which he grouped seven to a pedestal .","In/IN work/NN begun/VBN in/IN 1995/CD ,/, Myers/NNP turned/VBD away/RP from/IN creating/VBG individual/JJ pieces/NNS and/CC moved/VBD toward/IN arranging/VBG installations/NNS of/IN vertical/JJ mold-blown/JJ glass/NN objects/NNS he/PRP called/VBD cylindrical/JJ forms/NNS orvessels/VBZ -LRB-/-LRB- he/PRP objects/VBZ to/TO their/PRP$ being/VBG called/VBN truncated/JJ bottles/NNS -RRB-/-RRB- ,/, which/WDT he/PRP grouped/VBN seven/CD to/TO a/DT pedestal/NN ./."," case(work-2, In-1) nmod:in(turned-8, work-2) acl(work-2, begun-3) case(1995-5, in-4) nmod:in(begun-3, 1995-5) nsubj(turned-8, Myers-7) nsubj(moved-15, Myers-7) root(ROOT-0, turned-8) compound:prt(turned-8, away-9) mark(creating-11, from-10) advcl(turned-8, creating-11) amod(pieces-13, individual-12) dobj(creating-11, pieces-13) cc(turned-8, and-14) conj:and(turned-8, moved-15) mark(arranging-17, toward-16) advcl(moved-15, arranging-17) dobj(arranging-17, installations-18) case(objects-23, of-19) amod(objects-23, vertical-20) amod(objects-23, mold-blown-21) compound(objects-23, glass-22) nmod:of(installations-18, objects-23) dobj(grouped-42, objects-23) nsubj(called-25, he-24) acl:relcl(objects-23, called-25) amod(forms-27, cylindrical-26) nsubj(orvessels-28, forms-27) ccomp(called-25, orvessels-28) nsubj(objects-31, he-30) dep(objects-23, objects-31) case(their-33, to-32) nmod:to(objects-31, their-33) auxpass(called-35, being-34) acl(their-33, called-35) amod(bottles-37, truncated-36) dobj(called-35, bottles-37) ref(objects-23, which-40) nsubj(grouped-42, he-41) acl:relcl(objects-23, grouped-42) dobj(grouped-42, seven-43) case(pedestal-46, to-44) det(pedestal-46, a-45) nmod:to(grouped-42, pedestal-46)  "
"( Myers has no objection to rearranging the forms within each work , so the display silhouette is not fixed but can be adjusted to provide an infinity of scenarios . )","-LRB-/-LRB- Myers/NNP has/VBZ no/DT objection/NN to/TO rearranging/VBG the/DT forms/NNS within/IN each/DT work/NN ,/, so/IN the/DT display/NN silhouette/NN is/VBZ not/RB fixed/VBN but/CC can/MD be/VB adjusted/VBN to/TO provide/VB an/DT infinity/NN of/IN scenarios/NNS ./. -RRB-/-RRB-"," nsubj(has-3, Myers-2) root(ROOT-0, has-3) neg(objection-5, no-4) dobj(has-3, objection-5) mark(rearranging-7, to-6) acl(objection-5, rearranging-7) det(forms-9, the-8) dobj(rearranging-7, forms-9) case(work-12, within-10) det(work-12, each-11) nmod:within(rearranging-7, work-12) dep(has-3, so-14) det(silhouette-17, the-15) compound(silhouette-17, display-16) nsubjpass(fixed-20, silhouette-17) nsubjpass(adjusted-24, silhouette-17) nsubj(provide-26, silhouette-17) auxpass(fixed-20, is-18) neg(fixed-20, not-19) parataxis(has-3, fixed-20) cc(fixed-20, but-21) aux(adjusted-24, can-22) auxpass(adjusted-24, be-23) parataxis(has-3, adjusted-24) conj:but(fixed-20, adjusted-24) mark(provide-26, to-25) xcomp(adjusted-24, provide-26) det(infinity-28, an-27) dobj(provide-26, infinity-28) case(scenarios-30, of-29) nmod:of(infinity-28, scenarios-30)  "
"Interestingly , when asked to describe his dream project , Cohen mentions Lenore Tawney , whose own brilliance at arranging objects is so much a part of her art . ""","Interestingly/RB ,/, when/WRB asked/VBD to/TO describe/VB his/PRP$ dream/NN project/NN ,/, Cohen/NNP mentions/VBZ Lenore/NNP Tawney/NNP ,/, whose/WP$ own/JJ brilliance/NN at/IN arranging/VBG objects/NNS is/VBZ so/RB much/RB a/DT part/NN of/IN her/PRP$ art/NN ./. ''/''"," advmod(mentions-12, Interestingly-1) advmod(asked-4, when-3) advcl(mentions-12, asked-4) mark(describe-6, to-5) xcomp(asked-4, describe-6) nmod:poss(project-9, his-7) compound(project-9, dream-8) dobj(describe-6, project-9) nsubj(mentions-12, Cohen-11) root(ROOT-0, mentions-12) compound(Tawney-14, Lenore-13) dobj(mentions-12, Tawney-14) nmod:poss(brilliance-18, Tawney-14) ref(Tawney-14, whose-16) amod(brilliance-18, own-17) nsubj(part-26, brilliance-18) mark(arranging-20, at-19) acl(brilliance-18, arranging-20) dobj(arranging-20, objects-21) cop(part-26, is-22) advmod(much-24, so-23) advmod(part-26, much-24) det(part-26, a-25) acl:relcl(Tawney-14, part-26) case(art-29, of-27) nmod:poss(art-29, her-28) nmod:of(part-26, art-29)  "
"Nevertheless , Equitable is less vulnerable to the Web than the brokerage firms are because bigticket estate planning requires far more sophisticated counseling than arranging a well-balanced stock portfolio .","Nevertheless/RB ,/, Equitable/NNP is/VBZ less/RBR vulnerable/JJ to/TO the/DT Web/NNP than/IN the/DT brokerage/NN firms/NNS are/VBP because/IN bigticket/JJ estate/NN planning/NN requires/VBZ far/RB more/RBR sophisticated/JJ counseling/NN than/IN arranging/VBG a/DT well-balanced/JJ stock/NN portfolio/NN ./."," advmod(vulnerable-6, Nevertheless-1) nsubj(vulnerable-6, Equitable-3) cop(vulnerable-6, is-4) advmod(vulnerable-6, less-5) root(ROOT-0, vulnerable-6) case(Web-9, to-7) det(Web-9, the-8) nmod:to(vulnerable-6, Web-9) mark(are-14, than-10) det(firms-13, the-11) compound(firms-13, brokerage-12) nsubj(are-14, firms-13) advcl(vulnerable-6, are-14) mark(requires-19, because-15) amod(planning-18, bigticket-16) compound(planning-18, estate-17) nsubj(requires-19, planning-18) advcl(are-14, requires-19) advmod(sophisticated-22, far-20) advmod(sophisticated-22, more-21) amod(counseling-23, sophisticated-22) dobj(requires-19, counseling-23) mark(arranging-25, than-24) advcl(requires-19, arranging-25) det(portfolio-29, a-26) amod(portfolio-29, well-balanced-27) compound(portfolio-29, stock-28) dobj(arranging-25, portfolio-29)  "
"The danger : The job of joining the companies could become backward- or inward-looking , so focused on arranging the boxes that no one 's talking to customers .","The/DT danger/NN :/: The/DT job/NN of/IN joining/VBG the/DT companies/NNS could/MD become/VB backward/RB -/: or/CC inward-looking/JJ ,/, so/RB focused/VBN on/IN arranging/VBG the/DT boxes/NNS that/IN no/DT one/NN 's/VBZ talking/VBG to/TO customers/NNS ./."," det(danger-2, The-1) root(ROOT-0, danger-2) det(job-5, The-4) dep(danger-2, job-5) mark(joining-7, of-6) acl(job-5, joining-7) det(companies-9, the-8) nsubj(become-11, companies-9) aux(become-11, could-10) ccomp(joining-7, become-11) advmod(become-11, backward-12) cc(job-5, or-14) dep(danger-2, inward-looking-15) conj:or(job-5, inward-looking-15) advmod(focused-18, so-17) acl(inward-looking-15, focused-18) mark(arranging-20, on-19) advcl(focused-18, arranging-20) det(boxes-22, the-21) dobj(arranging-20, boxes-22) mark(talking-27, that-23) neg(one-25, no-24) nsubj(talking-27, one-25) aux(talking-27, 's-26) ccomp(arranging-20, talking-27) case(customers-29, to-28) nmod:to(talking-27, customers-29)  "
"Being resourceful , Kuiper turned this setback to his advantage by arranging to start a major center for solar system astronomy at the University of Arizona in Tucson .","Being/VBG resourceful/JJ ,/, Kuiper/NNP turned/VBD this/DT setback/NN to/TO his/PRP$ advantage/NN by/IN arranging/VBG to/TO start/VB a/DT major/JJ center/NN for/IN solar/JJ system/NN astronomy/NN at/IN the/DT University/NNP of/IN Arizona/NNP in/IN Tucson/NNP ./."," cop(resourceful-2, Being-1) advcl(turned-5, resourceful-2) nsubj(turned-5, Kuiper-4) root(ROOT-0, turned-5) det(setback-7, this-6) dobj(turned-5, setback-7) case(advantage-10, to-8) nmod:poss(advantage-10, his-9) nmod:to(turned-5, advantage-10) mark(arranging-12, by-11) advcl(turned-5, arranging-12) mark(start-14, to-13) xcomp(arranging-12, start-14) det(center-17, a-15) amod(center-17, major-16) dobj(start-14, center-17) case(astronomy-21, for-18) amod(astronomy-21, solar-19) compound(astronomy-21, system-20) nmod:for(center-17, astronomy-21) case(University-24, at-22) det(University-24, the-23) nmod:at(start-14, University-24) case(Arizona-26, of-25) nmod:of(University-24, Arizona-26) case(Tucson-28, in-27) nmod:in(start-14, Tucson-28)  "
It is roughly 1 million times stronger than that needed to kill humans instantly by rearranging all the atoms and molecules in their bodies .,It/PRP is/VBZ roughly/RB 1/CD million/CD times/NNS stronger/JJR than/IN that/DT needed/VBD to/TO kill/VB humans/NNS instantly/RB by/IN rearranging/VBG all/PDT the/DT atoms/NNS and/CC molecules/NNS in/IN their/PRP$ bodies/NNS ./.," nsubj(times-6, It-1) cop(times-6, is-2) advmod(times-6, roughly-3) compound(times-6, 1-4) compound(times-6, million-5) root(ROOT-0, times-6) dep(times-6, stronger-7) mark(needed-10, than-8) nsubj(needed-10, that-9) nsubj(kill-12, that-9) advcl(times-6, needed-10) mark(kill-12, to-11) xcomp(needed-10, kill-12) dobj(kill-12, humans-13) advmod(kill-12, instantly-14) mark(rearranging-16, by-15) advcl(kill-12, rearranging-16) dep(atoms-19, all-17) det(atoms-19, the-18) dobj(rearranging-16, atoms-19) cc(atoms-19, and-20) dobj(rearranging-16, molecules-21) conj:and(atoms-19, molecules-21) case(bodies-24, in-22) nmod:poss(bodies-24, their-23) nmod:in(rearranging-16, bodies-24)  "
"Pergal set up her still life , arranging the roses and objects around them with great care .","Pergal/NNP set/VBD up/RP her/PRP$ still/JJ life/NN ,/, arranging/VBG the/DT roses/NNS and/CC objects/NNS around/IN them/PRP with/IN great/JJ care/NN ./."," nsubj(set-2, Pergal-1) root(ROOT-0, set-2) compound:prt(set-2, up-3) nmod:poss(life-6, her-4) amod(life-6, still-5) dobj(set-2, life-6) advcl(set-2, arranging-8) det(roses-10, the-9) dobj(arranging-8, roses-10) cc(roses-10, and-11) dobj(arranging-8, objects-12) conj:and(roses-10, objects-12) case(them-14, around-13) nmod:around(roses-10, them-14) case(care-17, with-15) amod(care-17, great-16) nmod:with(arranging-8, care-17)  "
"First of all , because he works directly from setups in his studio , he spends a great deal of time arranging and rearranging his arsenal of objects .","First/NNP of/IN all/DT ,/, because/IN he/PRP works/VBZ directly/RB from/IN setups/NNS in/IN his/PRP$ studio/NN ,/, he/PRP spends/VBZ a/DT great/JJ deal/NN of/IN time/NN arranging/VBG and/CC rearranging/VBG his/PRP$ arsenal/NN of/IN objects/NNS ./."," nsubj(spends-16, First-1) case(all-3, of-2) nmod:of(First-1, all-3) mark(works-7, because-5) nsubj(works-7, he-6) advcl(spends-16, works-7) advmod(works-7, directly-8) case(setups-10, from-9) nmod:from(works-7, setups-10) case(studio-13, in-11) nmod:poss(studio-13, his-12) nmod:in(setups-10, studio-13) nsubj(spends-16, he-15) root(ROOT-0, spends-16) det(deal-19, a-17) amod(deal-19, great-18) nsubj(arranging-22, deal-19) nsubj(rearranging-24, deal-19) case(time-21, of-20) nmod:of(deal-19, time-21) dep(spends-16, arranging-22) cc(arranging-22, and-23) dep(spends-16, rearranging-24) conj:and(arranging-22, rearranging-24) nmod:poss(arsenal-26, his-25) dobj(arranging-22, arsenal-26) case(objects-28, of-27) nmod:of(arsenal-26, objects-28)  "
"<p> For Three of a Kind One of Another , Stevens faced the challenge of arranging and painting an assortment of more traditional subject matter .","<p>/RB For/IN Three/CD of/IN a/DT Kind/JJ One/CD of/IN Another/DT ,/, Stevens/NNP faced/VBD the/DT challenge/NN of/IN arranging/VBG and/CC painting/VBG an/DT assortment/NN of/IN more/RBR traditional/JJ subject/NN matter/NN ./."," advmod(Three-3, <p>-1) case(Three-3, For-2) nmod:for(faced-12, Three-3) case(One-7, of-4) det(One-7, a-5) amod(One-7, Kind-6) nmod:of(Three-3, One-7) case(Another-9, of-8) nmod:of(One-7, Another-9) nsubj(faced-12, Stevens-11) root(ROOT-0, faced-12) det(challenge-14, the-13) dobj(faced-12, challenge-14) mark(arranging-16, of-15) acl(challenge-14, arranging-16) cc(arranging-16, and-17) acl(challenge-14, painting-18) conj:and(arranging-16, painting-18) det(assortment-20, an-19) dobj(arranging-16, assortment-20) case(matter-25, of-21) advmod(traditional-23, more-22) amod(matter-25, traditional-23) compound(matter-25, subject-24) nmod:of(assortment-20, matter-25)  "
